source,date,uka_code,code,site,pm10,pm10_capture,pm2.5,pm2.5_capture,latitude,longitude,site_type
aurn,2024-09-01T00:00:00Z,UKA00655,BMLD,Birmingham Ladywood,15.058264,1,9.200148,1,52.481346,-1.918235,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00429,BORN,Bournemouth,NA,NA,7.162862,0.815278,50.73957,-1.826744,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00652,BOTR,Burton-on-Trent Horninglow,14.240104,1,8.922468,1,52.82105,-1.635718,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00574,BPLE,Barnstaple A39,12.239688,1,6.439688,1,51.074793,-4.041924,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00631,BR11,Bristol Temple Way,18.326832,0.866667,NA,NA,51.457968,-2.583975,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00494,BRS8,Bristol St Paul's,15.056617,0.983333,7.147059,0.991667,51.462839,-2.584482,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00483,BRT3,Brighton Preston Park,10.792488,1,6.490712,1,50.840836,-0.147572,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00598,BURW,Bury Whitefield Roadside,13.610582,0.993056,NA,NA,53.559029,-2.293772,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00259,CA1,Camden Kerbside,19.440377,0.991667,11.244755,0.993056,51.544233,-0.175228,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00424,CANT,Canterbury,14.405051,0.994444,9.085759,0.994444,51.27399,1.098061,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00217,CARD,Cardiff Centre,11.40116,0.993056,8.27591,0.991667,51.48178,-3.17625,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00932,CARM,Carlisle Morton A595,11.885343,0.991667,6.687636,0.640278,54.885823,-2.964955,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00553,CHAT,Chatham Roadside,13.027552,0.997222,8.188285,0.995833,51.374264,0.54797,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00614,CHBO,Chilbolton Observatory,11.730833,1,6.96144,1,51.149617,-1.438228,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00624,CHBR,Christchurch Barrack Road,NA,NA,6.33427,0.988889,50.735454,-1.780888,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00604,CHLG,Chesterfield Loundsley Green,13.646458,1,8.462986,1,53.244131,-1.454946,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00515,CHP,Chepstow A48,15.043951,0.988889,6.661041,0.9875,51.638094,-2.678731,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00529,CHS7,Chesterfield Roadside,14.646215,1,9.059457,1,53.231751,-1.456928,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00211,CLL2,London Bloomsbury,14.121181,1,8.35741,1,51.52229,-0.125889,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00653,CNPR,Cardiff Newport Road,13.874578,0.991667,NA,NA,51.49096,-3.152305,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00592,COAL,Coventry Allesley,14.375729,1,8.526272,1,52.411628,-1.560189,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00634,COBR,Coventry Binley Road,18.294641,0.998611,NA,NA,52.407708,-1.490082,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00659,COPP,Crewe Coppenhall,13.229126,0.998611,8.17703,0.998611,53.115941,-2.453492,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00619,DERR,Derry Rosemount,12.854238,0.994444,7.889972,0.997222,55.002818,-7.331179,Urban Background
aurn,2024-09-01T00:00:00Z,UKA01027,DESB,Derby Stockbrook Park,13.978507,1,8.709253,1,52.916059,-1.492166,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00654,DYAG,Dewsbury Ashworth Grange,14.666539,0.997222,8.976523,0.997222,53.693104,-1.637111,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00591,EA8,Ealing Horn Lane,27.795731,0.844444,NA,NA,51.51895,-0.265617,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00535,EAGL,Stockton-on-Tees Eaglescliffe,18.109813,0.990278,10.679612,0.286111,54.516667,-1.358547,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00546,EB,Eastbourne,10.095486,1,6.096985,1,50.805778,0.271611,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00339,ECCL,Salford Eccles,16.724896,1,9.839826,1,53.48481,-2.334139,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00454,ED3,Edinburgh St Leonards,10.386986,0.855556,5.924315,0.855556,55.945589,-3.182186,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00602,GHSR,Glasgow High Street,11.66316,1,6.722806,1,55.860936,-4.238214,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00621,GKA8,Greenock A8 Roadside,10.475602,1,5.916188,1,55.944079,-4.734421,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00170,GLAZ,Glazebury,12.784701,0.998611,7.439772,0.998611,53.46008,-2.472056,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00576,GLKP,Glasgow Townhead,11.425232,0.998611,6.487745,0.998611,55.865782,-4.243631,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00420,GRAN,Grangemouth,9.385167,0.988889,5.71108,0.990278,56.010319,-3.704399,Urban Industrial
aurn,2024-09-01T00:00:00Z,UKA00266,HIL,London Hillingdon,13.302882,1,7.624899,1,51.49633,-0.460861,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00169,HM,High Muffles,7.620874,0.993056,5.045068,0.993056,54.334497,-0.80882,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00566,HONI,Honiton,10.181991,1,6.155619,1,50.792287,-3.196702,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00525,HOPE,Stanford-le-Hope Roadside,16.387457,0.990278,11.559201,0.973611,51.518167,0.439548,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00656,HP1,London Honor Oak Park,12.590607,0.961111,7.81686,0.961111,51.449674,-0.037418,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00472,HRL,London Harlington,13.038139,0.998611,7.371122,0.998611,51.48879,-0.441614,Urban Industrial
aurn,2024-09-01T00:00:00Z,UKA00645,HSAW,Hartlepool St Abbs Walk,17.755195,0.9625,9.30641,0.9625,54.683242,-1.203838,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00450,HUL2,Hull Freetown,17.304931,1,9.820925,1,53.748779999999996,-0.341222,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00600,HULR,Hull Holderness Road,18.838201,0.994444,NA,NA,53.759013,-0.305678,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00647,IMGM,Immingham Woodlands Avenue,15.824167,1,9.180691,1,53.619241,-0.213324,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00434,INV2,Inverness,7.447075,0.997222,4.133364,0.997222,57.481308,-4.241451,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00253,KC1,London N. Kensington,13.904583,1,8.040389,1,51.52105,-0.213419,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00171,LB,Ladybower,9.93465,0.993056,6.747498,0.993056,53.40337,-1.752006,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00265,LEAM,Leamington Spa,14.519201,1,8.894362,1,52.28881,-1.533119,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00564,LEAR,Leamington Spa Rugby Road,13.976007,1,8.612489,1,52.294884,-1.542911,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00573,LECU,Leicester University,14.487951,1,9.05189,1,52.619904,-1.127182,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00527,LED6,Leeds Headingley Kerbside,16.901734,0.991667,9.656425,0.994444,53.819972,-1.576361,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00222,LEED,Leeds Centre,13.062188,1,8.026401,1,53.80378,-1.546472,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00609,LEIR,Leicester A594 Roadside,18.132881,0.847222,NA,NA,52.638742,-1.124267,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00152,LH,Lullington Heath,10.450729,1,6.360973,1,50.7937,0.18125,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00166,LN,Lough Navar,8.662639,1,5.114833,1,54.43951,-7.900328,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00247,LVP,Liverpool Speke,16.746571,0.998611,6.254902,0.2125,53.34633,-2.8443329999999998,Urban Industrial
aurn,2024-09-01T00:00:00Z,UKA00537,MACK,Charlton Mackrell,10.731548,0.998611,6.2364560000000004,0.998611,51.05625,-2.68345,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00617,MAHG,Manchester Sharston,12.529132,1,7.23234,1,53.371722,-2.238917,Suburban Industrial
aurn,2024-09-01T00:00:00Z,UKA00248,MAN3,Manchester Piccadilly,16.603125,1,9.662775,1,53.48152,-2.237881,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00220,MID,Middlesbrough,16.618923,0.95,8.71953,0.945833,54.569297,-1.220874,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00963,MKCC,Milton Keynes Civic Centre,13.644101,0.865278,8.42488,0.865278,52.044076,-0.761013,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00315,MY1,London Marylebone Road,18.231774,0.8625,11.055394,0.952778,51.52253,-0.154611,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00528,NCA3,Newcastle Cradlewell Roadside,13.96463,0.993056,NA,NA,54.986405,-1.595362,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00213,NEWC,Newcastle Centre,14.093767,0.968056,8.481586,0.980556,54.97825,-1.610528,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00549,NO12,Norwich Lakenfields,13.098472,1,8.261694,1,52.614823,1.302686,Urban Background
aurn,2024-09-01T00:00:00Z,UKA01048,NOTK,Nottingham Kenmore Gardens,17.898783,0.998611,10.877988,0.998611,52.959441,-1.13865,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00380,NPT3,Newport,13.900764,1,7.477919,1,51.601203,-2.977281,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00632,NTN4,Northampton Spring Park,NA,NA,8.15303,0.916667,52.272257,-0.916605,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00618,NWBV,Nottingham Western Boulevard,20.419914,0.806944,NA,NA,52.969377,-1.188851,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00445,OSY,St Osyth,13.668264,1,8.419059,1,51.777874,1.04901,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00518,OX8,Oxford St Ebbes,10.556699,0.998611,6.434955,0.998611,51.744806,-1.260278,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00323,PEMB,Narberth,11.143843,1,6.42403,1,51.782616,-4.69237,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00360,PLYM,Plymouth Centre,14.362639,1,7.633351,1,50.37167,-4.142361,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00421,PMTH,Portsmouth,13.080212,0.719444,7.541691,0.719444,50.82881,-1.068583,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00651,POAR,Portsmouth Anglesea Road,16.257424,0.998611,NA,NA,50.798339,-1.095558,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00408,PRES,Preston,12.358948,0.998611,7.199472,0.998611,53.76559,-2.680353,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00501,PT4,Port Talbot Margam,15.926173,0.956944,7.137255,0.991667,51.58395,-3.770822,Urban Industrial
aurn,2024-09-01T00:00:00Z,UKA00462,REA1,Reading New Town,12.251319,1,7.455513,1,51.45309,-0.944067,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00620,REA5,Reading London Road,17.753589,0.997222,NA,NA,51.454896,-0.940382,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00251,ROCH,Rochester Stoke,12.808392,0.991667,8.270319,0.991667,51.45617,0.634889,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00613,SA33,Southampton A33,13.636258,0.993056,NA,NA,50.920265,-1.463484,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00569,SASH,Saltash Callington Road,13.000191,0.894444,8.658774,0.997222,50.411463,-4.227678,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00381,SCN2,Scunthorpe Town,18.491688,0.972222,NA,NA,53.58634,-0.636811,Urban Industrial
aurn,2024-09-01T00:00:00Z,UKA00533,SDY,Sandy Roadside,16.893003,0.995833,8.572829,0.991667,52.132417,-0.300306,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00409,SEND,Southend-on-Sea,13.479907,1,8.498025,1,51.544166,0.678331,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00622,SHBR,Sheffield Barnsley Road,NA,NA,9.912378,0.998611,53.40495,-1.455815,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00575,SHDG,Sheffield Devonshire Green,15.164271,1,9.703164,1,53.378622,-1.478096,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00181,SHE,Sheffield Tinsley,15.553576,1,9.072887,1,53.41058,-1.396139,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00627,SHLW,St Helens Linkway,14.707262,0.995833,NA,NA,53.451826,-2.742134,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00012,SIB,Sibton,13.495313,1,8.386619,1,52.2944,1.463497,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00558,SK5,Southwark A2 Old Kent Road,17.899561,0.998611,NA,NA,51.480499,-0.05955,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00599,SOTR,Stockton-on-Tees A1305 Roadside,NA,NA,9.312224,0.943056,54.565819,-1.3159,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00235,SOUT,Southampton Centre,11.260898,0.997222,6.892404,0.997222,50.908173,-1.395757,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00610,STKR,Stoke-on-Trent A50 Roadside,16.739313,0.9875,NA,NA,52.980436,-2.111898,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00337,STOK,Stoke-on-Trent Centre,13.199559,0.997222,8.223457,0.997222,53.02821,-2.175133,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00548,STOR,Storrington Roadside,12.125139,1,6.615494,1,50.916932,-0.449548,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00484,SUN2,Sunderland Silksworth,13.699491,1,8.000272,1,54.88361,-1.406878,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00497,SWA1,Swansea Roadside,11.920312,0.930556,7.773399,0.281944,51.632696,-3.947374,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00650,SWHO,Swindon Walcot,11.797465,1,6.982143,1,51.558061,-1.765678,Urban Background
aurn,2024-09-01T00:00:00Z,UKA01038,TALL,Tallington,14.787054,0.998611,8.791169,0.998611,52.656308,-0.381,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00648,TDHD,Telford Hollinswood,12.882257,1,7.856164,1,52.673471,-2.436692,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00272,THUR,Thurrock,14.990972,1,9.062536,1,51.47707,0.317969,Urban Background
aurn,2024-09-01T00:00:00Z,UKA01026,TOFT,Toft Newton,14.685139,1,8.99735,1,53.374133,-0.449788,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00406,TRAN,Wirral Tranmere,13.473886,0.997222,8.190795,0.997222,53.37287,-3.022722,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00538,WAR,Warrington,13.092749,0.998611,8.143255,0.998611,53.389225,-2.615593,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00433,WEYB,Weybourne,15.432569,1,8.860983,1,52.95049,1.122017,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00362,WFEN,Wicken Fen,15.674372,0.995833,9.244761,0.995833,52.2985,0.290917,Rural Background
aurn,2024-09-01T00:00:00Z,UKA00482,WIG5,Wigan Centre,13.157951,1,7.699159,1,53.54914,-2.638139,Urban Background
aurn,2024-09-01T00:00:00Z,UKA01061,WOEA,Worthing East Ten Acres,13.065069,1,7.415124,1,50.817286,-0.353272,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00440,WREX,Wrexham,13.093907,0.997222,8.157158,0.997222,53.042282,-3.002829,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00628,WTHG,Worthing A27 Roadside,NA,NA,6.023272,0.984722,50.832947,-0.379916,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00523,YK10,York Bootham,14.637189,0.995833,8.639045,0.988889,53.967513,-1.086514,Urban Background
aurn,2024-09-01T00:00:00Z,UKA00524,YK11,York Fishergate,16.256484,0.993056,7.698603,0.994444,53.951889,-1.075861,Urban Traffic
aurn,2024-09-01T00:00:00Z,UKA00168,YW,Yarner Wood,7.270154,0.902778,4.315124,0.902778,50.5976,-3.71651,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00933,ABD9,Aberdeen Erroll Park,12.841297,1,5.811209,1,57.1574,-2.09477,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00451,ACTH,Auchencorth Moss,5.700941,1,3.399854,1,55.79216,-3.2429,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00541,ARM6,Armagh Roadside,12.665889,0.928763,NA,NA,54.353728,-6.654558,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00353,BAR3,Barnsley Gawber,10.55075,1,6.591479,1,53.56292,-1.510436,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00644,BDMP,Borehamwood Meadow Park,11.201747,1,6.715258,1,51.661229,-0.27055,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00594,BEL1,Belfast Stockman's Lane,17.815372,0.995968,NA,NA,54.572586,-5.974944,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00212,BEL2,Belfast Centre,12.1607,0.998656,6.710551,0.998656,54.59965,-5.928833,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00238,BEX,London Bexley,12.17164,1,7.213713,1,51.46603,0.184806,Suburban Background
aurn,2024-10-01T00:00:00Z,UKA01062,BIHG,Birmingham Hall Green,11.641667,1,6.493494,1,52.437553,-1.830956,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00626,BIRR,Birmingham A4540 Roadside,16.285002,1,7.920418,1,52.476145,-1.874978,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA01025,BLAP,Blackburn Audley Park,9.695565,1,5.869717,1,53.74673,-2.467873,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00488,BLC2,Blackpool Marton,10.410383,1,5.910166,1,53.80489,-3.007175,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00655,BMLD,Birmingham Ladywood,10.633725,1,6.364695,1,52.481346,-1.918235,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00429,BORN,Bournemouth,NA,NA,6.277733,0.995968,50.73957,-1.826744,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00652,BOTR,Burton-on-Trent Horninglow,11.608031,1,6.898264,1,52.82105,-1.635718,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00574,BPLE,Barnstaple A39,10.904189,1,4.989105,1,51.074793,-4.041924,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00631,BR11,Bristol Temple Way,13.115653,0.974462,7.129371,0.883065,51.457968,-2.583975,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00494,BRS8,Bristol St Paul's,15.226839,0.989247,6.890244,0.991935,51.462839,-2.584482,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00483,BRT3,Brighton Preston Park,10.176279,0.998656,5.545427,0.998656,50.840836,-0.147572,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00598,BURW,Bury Whitefield Roadside,12.128421,0.994624,NA,NA,53.559029,-2.293772,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00259,CA1,Camden Kerbside,17.928088,0.997312,9.583558,0.997312,51.544233,-0.175228,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00424,CANT,Canterbury,11.754004,0.998656,6.931705,0.998656,51.27399,1.098061,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00217,CARD,Cardiff Centre,12.59441,0.998656,6.850606,0.998656,51.48178,-3.17625,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00932,CARM,Carlisle Morton A595,9.916678,0.989247,6.394558,0.987903,54.885823,-2.964955,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00553,CHAT,Chatham Roadside,12.378298,0.997312,7.387838,0.994624,51.374264,0.54797,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00614,CHBO,Chilbolton Observatory,9.498385,0.998656,5.721315,0.998656,51.149617,-1.438228,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00624,CHBR,Christchurch Barrack Road,NA,NA,6.276389,0.967742,50.735454,-1.780888,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00604,CHLG,Chesterfield Loundsley Green,10.412012,0.998656,6.423945,0.998656,53.244131,-1.454946,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00515,CHP,Chepstow A48,16.028242,0.997312,5.907008,0.997312,51.638094,-2.678731,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00529,CHS7,Chesterfield Roadside,11.926703,1,7.362726,1,53.231751,-1.456928,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00211,CLL2,London Bloomsbury,13.849429,1,7.456696,1,51.52229,-0.125889,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00653,CNPR,Cardiff Newport Road,15.837918,0.97043,NA,NA,51.49096,-3.152305,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00592,COAL,Coventry Allesley,10.864796,1,6.264089,1,52.411628,-1.560189,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00634,COBR,Coventry Binley Road,13.32679,0.521505,8.081864,0.299731,52.407708,-1.490082,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00659,COPP,Crewe Coppenhall,10.880619,0.998656,6.369823,0.998656,53.115941,-2.453492,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00619,DERR,Derry Rosemount,10.939966,0.995968,5.648575,0.990591,55.002818,-7.331179,Urban Background
aurn,2024-10-01T00:00:00Z,UKA01027,DESB,Derby Stockbrook Park,11.374293,0.998656,7.03362,0.998656,52.916059,-1.492166,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00654,DYAG,Dewsbury Ashworth Grange,12.933233,1,7.841283,1,53.693104,-1.637111,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00591,EA8,Ealing Horn Lane,25.383641,0.994624,NA,NA,51.51895,-0.265617,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00535,EAGL,Stockton-on-Tees Eaglescliffe,14.023624,0.946237,8.01203,0.893817,54.516667,-1.358547,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00546,EB,Eastbourne,8.900302,1,4.924764,1,50.805778,0.271611,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00339,ECCL,Salford Eccles,15.768235,1,8.32262,1,53.48481,-2.334139,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00454,ED3,Edinburgh St Leonards,8.731671,0.997312,4.874562,0.997312,55.945589,-3.182186,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00602,GHSR,Glasgow High Street,9.09686,0.998656,5.058744,0.998656,55.860936,-4.238214,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00621,GKA8,Greenock A8 Roadside,8.969097,1,4.726172,1,55.944079,-4.734421,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00170,GLAZ,Glazebury,9.429778,0.998656,5.506732,0.998656,53.46008,-2.472056,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00576,GLKP,Glasgow Townhead,8.701799,0.995968,4.780371,0.995968,55.865782,-4.243631,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00420,GRAN,Grangemouth,7.511846,0.995968,5.618403,0.99328,56.010319,-3.704399,Urban Industrial
aurn,2024-10-01T00:00:00Z,UKA00266,HIL,London Hillingdon,12.346181,1,6.843961,1,51.49633,-0.460861,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00169,HM,High Muffles,7.2,1,4.52534,1,54.334497,-0.80882,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00566,HONI,Honiton,9.076736,1,5.024429,1,50.792287,-3.196702,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00525,HOPE,Stanford-le-Hope Roadside,14.712838,0.956989,9.591892,0.994624,51.518167,0.439548,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00656,HP1,London Honor Oak Park,10.799462,0.998656,6.435182,0.998656,51.449674,-0.037418,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00472,HRL,London Harlington,9.460259,0.994624,5.616752,0.994624,51.48879,-0.441614,Urban Industrial
aurn,2024-10-01T00:00:00Z,UKA00645,HSAW,Hartlepool St Abbs Walk,15.712466,1,8.206122,1,54.683242,-1.203838,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00450,HUL2,Hull Freetown,14.109265,0.997312,7.83343,0.997312,53.748779999999996,-0.341222,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00600,HULR,Hull Holderness Road,18.143669,0.994624,NA,NA,53.759013,-0.305678,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00647,IMGM,Immingham Woodlands Avenue,10.543472,0.998656,6.467972,0.998656,53.619241,-0.213324,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00434,INV2,Inverness,7.373012,0.997312,4.079061,0.997312,57.481308,-4.241451,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00253,KC1,London N. Kensington,12.277419,1,7.136618,1,51.52105,-0.213419,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00171,LB,Ladybower,7.087654,0.619624,4.428506,0.619624,53.40337,-1.752006,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00265,LEAM,Leamington Spa,10.778499,0.998656,6.385028,0.998656,52.28881,-1.533119,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00564,LEAR,Leamington Spa Rugby Road,9.961906,1,6.096638,1,52.294884,-1.542911,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00573,LECU,Leicester University,10.297342,0.998656,6.379473,0.998656,52.619904,-1.127182,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00527,LED6,Leeds Headingley Kerbside,16.265892,0.99328,9.184885,0.995968,53.819972,-1.576361,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00222,LEED,Leeds Centre,12.384644,1,7.39824,1,53.80378,-1.546472,Urban Background
aurn,2024-10-01T00:00:00Z,UKA00609,LEIR,Leicester A594 Roadside,16.136846,0.994624,NA,NA,52.638742,-1.124267,Urban Traffic
aurn,2024-10-01T00:00:00Z,UKA00152,LH,Lullington Heath,8.798181,0.997312,4.789673,0.997312,50.7937,0.18125,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00166,LN,Lough Navar,6.145222,0.998656,3.303519,0.998656,54.43951,-7.900328,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00247,LVP,Liverpool Speke,13.745857,0.995968,8.774105,0.975806,53.34633,-2.8443329999999998,Urban Industrial
aurn,2024-10-01T00:00:00Z,UKA00537,MACK,Charlton Mackrell,9.57035,0.997312,5.197918,0.997312,51.05625,-2.68345,Rural Background
aurn,2024-10-01T00:00:00Z,UKA00617,MAHG,Manchester Sharston,10.031485,1,5.614244,1,53.371722,-2.238917,Suburban Industrial
