source,uka_code,code,site,latitude,longitude,site_type,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01
aurn,UKA00380,NPT3,Newport,51.601203,-2.977281,Urban Background,7.035237,11.755901,16.462908,12.804167,7.101344,8.233891,6.651053,6.198878,8.055417,12.768575,7.830694,9.090995,8.271229,10.222319,13.846289,9.131389,12.202692,10.925,7.229424,7.711924,5.936857,9.736425,8.870112,16.622073,19.113257,13.700894,10.798116,10.759693,11.269865,9.841667,7.730659,6.806278,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.925655,7.870965,5.207308,5.890929,7.716046,12.287752,9.804671,10.758648,17.222489,10.28903,19.563823,7.315281,6.699614,6.267801,6.553682,5.420109,6.799695,8.734312,9.406294,8.880403,7.917889,9.560738,13.967594,8.094759,6.579789,3.902737,6.849889,6.197057,5.319989,10.232745,6.21711,7.568748,8.357034,10.807509,9.150541,5.723452,6.082466,6.645669,5.081395,7.504496,5.488141,6.743508,7.031246,11.411331,6.110697,12.500695,7.881255,6.910405,5.82087,4.705763,5.152093,4.641379,6.027112,8.398225,9.551273,10.123987,10.107071,6.696523,8.25475,7.105203,8.837889,5.04875,4.230147,8.280071,6.081982,6.719199,6.40916,7.925101,6.129796,7.95011,5.598064,7.703165,5.904996,4.438964,6.925154,7.477919,6.482008,11.348108,5.059993,11.082929,13.374906,14.23472,9.773722,7.026808,5.956359,4.661363,6.424028,4.477448,6.379028,5.488,7.14039
aurn,UKA00518,OX8,Oxford St Ebbes,51.744806,-1.260278,Urban Background,8.18295,11.91791,15.302439,12.81363,7.133786,8.361667,7.147684,8.639702,9.0225,13.306216,9.94894,7.428395,4.306667,13.36828,15.051458,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.21619,11.941228,11.579032,11.208333,10.93293,9.413074,8.845185,7.518817,9.69,8.718428,11.459916,9.67492,10.649739,11.403828,13.336757,12.509028,14.784438,9.28875,8.556913,4.899731,6.212796,6.483065,10.531728,7.630863,8.566884,17.148718,9.215385,19.570556,8.850164,7.480398,5.237719,5.719901,4.82356,6.382596,8.571133,7.438848,7.991723,5.799199,7.882367,10.731404,5.928299,5.523607,3.321628,6.298336,5.846722,4.559925,10.432497,6.459405,7.457114,8.401068,11.702788,8.31796,5.083899,6.545198,6.911478,4.636101,8.012709,5.409873,6.822453,6.364717,11.458268,5.273283,14.210311,7.976709,6.710662,5.480335,4.853831,5.55487,5.004082,5.820074,6.534585,10.550357,8.212606,8.708761,5.23102,7.606687,6.7123100000000004,7.362909,3.63905,3.443347,6.245105,4.540979,5.32071,4.785885,6.050029,4.423336,6.903716,4.179026,7.131609,4.459792,3.709603,5.303582,6.434955,5.130372,9.201,3.715462,9.476652,12.350175,12.075552,8.572918,5.786821,5.005032,4.144135,4.929869,3.471515,4.59061,4.379987,5.709345
aurn,UKA00323,PEMB,Narberth,51.782616,-4.69237,Rural Background,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.131313,6.032505,3.817885,4.704421,6.222949,10.012643,6.170128,NA,NA,10.351727,16.904033,5.934635,5.203441,4.745742,5.55173,4.762155,4.538337,4.446995,5.590376,6.048668,6.080882,7.690845,10.706673,6.42742,5.26274,3.26506,5.10251,4.687467,4.775075,6.658439,4.35343,4.37475,7.921849,10.356254,8.202404,5.054957,5.359167,5.556279,4.684032,6.095543,4.399427,3.707688,6.326993,8.306375,6.467141,12.799218,7.156803,5.809835,5.252816,3.997454,4.773321,4.224401,5.416826,5.940394,6.385375,6.731494,6.164952,6.19065,6.32055,5.858083,7.270928,4.186988,3.832329,6.684657,4.38538,5.062706,5.088178,5.80527,4.777518,6.684604,5.242651,6.658376,5.374727,3.450804,5.760031,6.42403,5.29372,7.611045,4.302956,7.124448,10.264378,9.88798,8.078765,5.819549,6.057349,4.455228,6.119786,3.683584,5.679934,3.94932,5.41741
aurn,UKA00360,PLYM,Plymouth Centre,50.37167,-4.142361,Urban Background,8.402556,12,17.226656,13.849501,8.39664,9.862061,7.775984,8.447335,8.812288,13.564651,14.057813,17.728,8.044105,10.833188,14.164606,7.806263,11.368286,8.94212,5.253506,7.375978,7.035584,9.695968,11.066434,23.440431,15.248913,12.585693,10.286541,9.484724,11.387967,9.301545,6.922516,5.286406,5.727451,7.965054,8.674687,9.346477,8.235508,9.626826,8.914785,12.233611,14.185319,11.86422,8.025221,5.994482,8.140417,8.977215,11.076987,10.927688,11.162,16.501786,10.713844,17.205556,10.277688,10.207361,9.999249,8.951075,8.290278,7.941532,10.378472,11.771332,11.027886,8.846945,11.014113,20.0175,10.74332,7.482483,5.415673,7.864551,5.868252,5.127949,8.069359,7.398782,7.078711,8.39245,10.832406,11.018056,6.6784,5.820771,7.051154,5.903646,8.282356,7.425439,6.524725,11.184489,10.790153,8.749754,14.599844,9.519602,7.445379,6.645925,5.119992,6.141895,6.010899,7.931883,9.2589,16.657065,10.243254,8.405982,10.259126,8.307947,7.64582,8.544649,6.516759,6.001527,9.920965,7.313696,7.92971,9.377066,10.430792,8.393942,8.495355,7.917757,8.414519,6.997866,4.784909,7.449722,7.633351,7.186051,10.971021,7.114682,9.553419,12.586774,12.895257,9.87992,8.353687,6.767192,5.830352,7.116045,5.781938,7.012647,8.170434,9.541781
aurn,UKA00421,PMTH,Portsmouth,50.82881,-1.068583,Urban Background,9.870941,13.179487,17.040222,12.847597,8.352909,9.148966,7.416228,8.62527,8.602639,12.722715000000001,8.423596,8.466351,7.880376,8.376452,15.524128,8.342778,11.855153,13.223232,9.313817,12.238608,9.474956,12.985484,11.427286,19.00578,16.734677,16.658228,12.824557,12.884028,11.852315,7.841365,6.427706,5.809043,NA,8.350281,10.614458,8.469158,10.098465,13.87381,13.921106,15.502929,16.038881,10.424936,NA,NA,NA,8.222129,12.426795,7.932838,10.005759,11.468037,9.930938,17.963585,7.269136,7.395743,5.727319,7.08588,5.419774,7.20064,7.709958,9.999945,9.906651,8.767153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.053279,6.917589,7.399871,7.943961,5.607374,11.2965,6.980054,7.746952,8.771946,12.178197,8.210537,17.608739,9.791804,7.512235,6.904935,5.592086,6.9723,6.243058,4.898435,NA,12.197344,10.297492,12.411735,8.934657,10.85647,8.852173,10.386343,6.274244,5.184589,8.366418,6.271951,6.671378,7.877612,9.624013,6.727946,8.371756,6.098688,8.821646,6.367557,6.573572,6.432158,7.541691,6.332535,11.184018,6.455295,10.827037,14.420529,15.051827,11.002501,7.909534,6.45338,5.230562,6.04897,4.874888,5.472639,6.04976,7.630667
aurn,UKA00408,PRES,Preston,53.76559,-2.680353,Urban Background,8.751031,11.954911,14.202153,11.506528,5.368414,7.695139,5.618514,6.122973,9.375732,16.750538,22.791623,8.052953,10.571064,9.976006,11.67345,7.834322,11.017073,9.689833,5.479753,6.962465,8.331927,9.262668,11.785139,13.862938,14.038852,11.462239,9.565276,7.680758,9.848834,6.863598,7.414751,6.147838,7.22507,6.6875,9.154202,9.577793,9.384729,10.085565,12.357392,10.882493,12.183358,8.039306,7.542308,5.798212,6.007639,7.239166,12.099722,9.721237,14.010769,15.475994,8.574692,19.330042,8.692308,6.468991,5.163942,6.354255,5.590005,6.121861,10.590418,8.235318,7.899515,7.393757,9.79998,9.923225,6.852615,7.747771,3.790287,5.6371,6.366188,5.206674,10.151181,7.667788,8.459058,7.154784,11.817625,9.368126,6.132861,6.421901,7.617511,5.528286,8.236766,4.884408,6.961539,7.765298,10.214778,6.672299,15.520644,8.764022,6.179682,5.890998,4.922313,5.898863,5.451509,6.069904,8.190762,10.359553,8.071456,8.815784,5.352843,9.469361,7.628416,7.626734,4.200995,3.857511,7.845867,5.904408,7.241578,6.636039,6.7749,6.792808,8.74715,4.714412,8.890689,5.680054,4.533462,6.550448,7.199472,5.802671,11.431672,5.443031,8.861081,10.611736,12.125765,8.806999,6.574129,6.324121,5.902846,6.751016,4.534446,7.342807,5.975358,6.413059
aurn,UKA00501,PT4,Port Talbot Margam,51.58395,-3.770822,Urban Industrial,7.979855,10.696197,15.568194,13.88375,7.753446,7.91963,6.839426,7.549358,6.667083,10.491521,8.950791,13.440244,10.277402,8.571366,12.859218,8.129851,11.050701,11.820694,7.445663,8.725304,6.991323,8.166396,6.343741,12.481717,12.545468,11.744511,10.277371,8.907252,13.228633,12.287817,8.404441,8.854296,10.309205,10.109769,9.222631,8.177507,9.401747,10.212162,10.184594,12.81173,15.389785,13.629412,12.400453,7.761593,9.667606,8.595487,11.117524,8.046837,9.762032,17.411909,12.067724,19.693901,10.01309,9.902817,9.830912,10.668094,7.94539,7.687903,7.293472,8.782661,9.989474,10.580087,9.503487,15.259777,8.373372,8.612273,4.875,8.794317,8.268166,6.969977,10.520891,6.487382,7.133132,9.82485,13.42973,10.008734,6.521657,8.828452,9.947368,7.259511,8.629526,6.684636,5.23743,10.899593,10.796662,7.89955,16.351541,8.273876,7.421348,7.407299,6.27802,6.696065,4.430636,6.908683,8.621318,7.241848,8.365152,7.942813,9.421053,10.501393,9.448649,12.102778,8.245566,5.40916,8.734317,6.418699,5.696927,6.681023,8.190345,7.182495,8.536111,7.406993,9.713704,9.306407,7.615811,11.704809,7.137255,5.614754,9.180207,5.544474,7.995074,10.098655,11.247967,9.492308,8.633015,7.632312,7.368571,7.100457,4.817549,6.089069,6.285914,7.068733
aurn,UKA00462,REA1,Reading New Town,51.45309,-0.944067,Urban Background,8.639237,10.91602,14.396639,8.92244,4.565217,5.477051,4.510364,4.888084,5.658971,10.167235,6.168272,5.761361,7.567321,6.422504,12.59381,7.378322,9.876861,6.317917,4.773684,7.420861,6.81363,10.936265,9.47384,26.109626,25.087558,13.321707,10.341081,10.266528,10.262803,8.807639,5.833284,6.876312,7.689701,7.468392,9.447734,6.525616,9.276735,9.547068,12.842735,11.450492,14.282353,7.784701,8.26272,4.620216,5.966667,6.564286,10.885994,9.0977150000000009,10.403473,8.847619,NA,NA,NA,NA,NA,NA,NA,8.969542,10.111683,9.045895,11.990635,8.07482,9.5,16.316667,7.850404,6.5,4.794793,7.936743,7.927066,4.032738,12.034819,6.059322,5.984375,9.22039,12.576803,10.2064,6.384615,6.374131,6.410138,4.334294,9.311978,6.606849,7.409722,7.315364,12.794074,6.295056,15.476447,8.319149,6.060296,5.031711,4.487037,6.614536,6.270465,7.117568,8.093215,12.133065,11.167975,12.265861,8.959502,8.12963,7.199708,7.713245,3.985273,3.874375,7.916862,5.789876,7.011076,5.917616,7.423673,5.299102,8.639179,4.686602,8.18856,5.208147,4.344963,6.425465,7.455513,6.359962,11.355621,4.609156,11.963076,13.897353,14.998409,10.096051,6.634359,5.808527,4.693585,5.896726,4.237569,5.257025,5.723774,6.937065
aurn,UKA00251,ROCH,Rochester Stoke,51.45617,0.634889,Rural Background,12.146939,10.208538,14.849575,10.439858,5.433527,7.432285,5.039252,6.294263,5.860196,12.131199,6.91782,8.066353,8.063968,8.614356,14.724359,8.944468,14.009688,9.042353,6.917266,8.257204,11.86585,11.879973,12.543834,20.939459,20.975338,26.285,10.25134,9.363394,10.054324,9.601139,5.520477,4.490925,7.647352,5.92043,7.88689,5.889466,7.251586,8.636336,11.547386,12.321642,17.706452,8.515288,11.401495,5.899196,7.008479,9.144003,12.84747,8.825894,11.916004,16.479106,11.515879,24.792224,9.600141,7.299426,6.488443,11.555589,5.824859,7.132529,9.074225,9.063265,10.263596,6.905796,9.768653,17.563389,9.700428,9.020182,5.112936,12.455353,8.558541,5.520665,13.543434,7.836505,9.013813,11.143772,15.5721,10.326103,8.194872,10.090941,11.136178,6.598354,15.003315,8.168261,9.682592,8.795205,13.532971999999999,6.822335,26.127742,12.041223,8.575346,8.633638,7.153516,8.400439,7.595156,7.670316,8.166437,12.298014,9.768629,14.656505,8.478823,13.076247,10.2001,12.527566,6.109981,6.182421,14.17038,7.711444,7.280657,7.370471,9.25985,4.990057,10.561166,4.942007,10.476685,6.124279,4.878576,6.512647,8.270319,6.885483,12.285798,6.602754,11.775287,16.582731,19.430989,13.485182,8.727021,7.640066,5.985797,7.075319,5.134029,5.965018,6.10311,8.096206
aurn,UKA00569,SASH,Saltash Callington Road,50.411463,-4.227678,Urban Traffic,7.972117,11.190269,16.122073,13.047917,6.99664,8.434214,6.478559,6.895514,8.002418,12.378437,8.714466,9.022685,9.545033,10.158346,15.016809,7.133025,9.906199,7.743811,3.524036,5.103259,4.449242,7.763073,8.418785,11.57628,11.549062,10.083308,8.577358,8.647207,10.116981,7.145035,5.3662280000000004,4.994624,5.24875,6.798522,8.105278,6.987211,6.869415,10.011659,8.297715,10.638245,11.820833,9.51375,7.686287,4.427419,6.264979,6.593548,9.488827,9.111559,10.237774,15.327381,9.662162,15.240057,8.529093,9.364903,8.362517,8.290938,7.393602,7.944744,6.58427,7.640054,7.486154,7.079932,8.214383,15.571031,8.185286,7.230994,5.059946,5.901487,8.648611,5.204054,8.155245,5.643338,7.887372,6.541229,11.504723,8.838889,5.707941,6.598053,7.570081,6.219076,8.949721,6.56267,5.882014,7.291156,8.05497,7.129909,15.076819,10.574022,8.214286,8.779167,7.768657,8.478947,8.011142,7.590054,7.409344,11.460916,9.55988,9.455157,9.649051,10.057423,6.937736,8.679387,7.21215,4.8363950000000004,10.033333,7.604762,7.102797,8.098649,11.988823,7.384393,8.01417,7.797636,9.32726,9.357741,6.539409,7.842857,8.658774,7.938005,10.502786,6.135753,8.894184,11.44494,13.792453,10.669444,8.901894,7.153686,7.464401,8.590175,6.043994,6.375848,5.713491,7.613821
aurn,UKA00381,SCN2,Scunthorpe Town,53.58634,-0.636811,Urban Industrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.263975,11.787823,9.315364,8.455432,7.433432,6.508287,5.559889,7.639456,7.96648,9.078484
aurn,UKA00533,SDY,Sandy Roadside,52.132417,-0.300306,Urban Traffic,11.456486,15.39245,18.115457,15.144011,8.433199,9.869219,8.326259,9.276757,9.594663,14.398462,10.613986,10.586425,11.860982,11.971535,16.744879,11.612813,13.217857,9.371089,8.344709,9.441003,11.220744,10.833063,12.70227,17.576449,21.345161,13.987437,13.036767,11.482468,10.888031,NA,NA,NA,7.324242,8.849049,11.475316,9.012651,11.352347,15.840206,18.075348,13.672269,15.727329,11.373446,NA,8.968254,9.376156,11.252709,15.192211,10.628065,14.042569,15.62259,9.350337,19.658559,7.993271,5.809947,6.836694,9.939252,7.060309,5.594643,8.378682,5.859935,10.581439,6.97205,8.380111,12.128894,7.834357,8.103162,7.923092,11.780214,6.887805,5.069805,14.205841,7.722372,12.694737,NA,10.488844,9.003215,8.171184,7.898329,9.420344,6.719832,14.958449,8.416775,8.7106,7.581427,10.602386,5.296407,16.517405,7.663421,6.014196,5.30265,5.217656,5.954545,5.290909,5.994602,5.993007,12.675248,10.676587,10.496923,5.868919,9.080668,6.648822,8.78798,5.216176,5.008547,8.384733,7.910326,7.913529,6.410014,8.934936,7.492582,11.199728,6.544056,10.280172,7.387187,5.918728,6.766216,8.572829,6.27619,9.662011,3.864499,13.617822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aurn,UKA00409,SEND,Southend-on-Sea,51.544166,0.678331,Urban Background,11.961111,13.76789,21.997794,11.975471,6.899862,8.184302,6.888291,7.739457,6.962737,14.446264,8.143056,8.502823,9.459583,9.160086,16.125509,9.894847,13.517704,9.978747,7.217722,9.792205,9.786252,11.602285,11.736492,20.198878,21.166802,17.463373,12.330884,11.461389,11.161943,9.373296,6.857604,8.689718,10.238764,9.817492,21.137965,NA,6.75614,12.135565,14.582838,17.934867,20.23047,9.261142,10.680645,7.157078,NA,11.162637,13.134498,10.056586,12.748173,16.835618,12.039752,21.387029,9.515811,7.921806,7.269272,11.548444,6.001633,6.36123,8.359024,8.842885,9.661132,6.630671,8.702231,14.069905,8.399176,7.190652,4.517479,10.057227,7.474835,4.700357,13.040212,7.312174,8.935675,10.108833,13.311463,9.147966,6.75669,8.117891,9.147525,5.737218,12.68242,7.067776,8.679313,7.77575,12.49352,6.068445,21.359514,10.050693,6.9777,6.700269,4.743764,6.649956,5.866672,6.012431,6.86484,11.240662,8.211468,12.690933,7.034131,10.008666,8.038459,9.37435,4.563521,4.695888,10.959874,5.958795,6.49259,6.034114,7.488487,5.240798,9.917619,4.634387,9.748689,6.179401,4.960014,6.502758,8.498025,6.197568,11.05632,6.34148,10.696336,14.774497,16.802569,11.765672,7.715845,5.716285,5.231039,6.19494,4.771639,5.801244,6.46884,7.871589
aurn,UKA00575,SHDG,Sheffield Devonshire Green,53.378622,-1.478096,Urban Background,9.711669,12.915119,7.4,NA,NA,10.087117,7.486716,8.686425,10.559789,11.298219,6.817544,8.946726,12.021361,8.42862,11.23166,8.535611,11.873817,9.71,5.385795,6.53352,7.821588,9.167339,8.695101,16.237381,13.85037,14.757487,9.494624,7.886092,10.819611,7.022884,6.632258,6.060939,8.86775,6.723417,8.333569,8.673269,11.045927,10.236529,13.788306,12.695,14.77164,11.658717,10.342857,7.312283,7.172119,8.87893,21.30592,12.37164,10.910294,20.488244,10.763172,23.149306,10.927128,6.53085,5.356974,6.330163,5.378789,6.454936,12.155735,8.126079,7.60985,6.243904,10.010216,11.046854,7.370059,9.920186,3.770151,6.709806,6.720873,5.62591,14.403228,7.906269,7.265153,9.124002,9.268239,9.244108,5.560988,6.926041,8.254148,5.635736,9.01708,5.611043,6.397267,7.563621,10.357921,5.3194,19.419802,9.587611,6.230212,6.16846,4.823101,5.571911,5.554726,6.035699,7.827724,9.424395,6.860287,9.457703,6.00327,10.392206,7.869275,8.558964,3.877862,3.981748,9.158743,6.976037,7.187831,5.951979,6.325268,6.73982,11.328545,5.136715,10.418959,5.669474,4.562808,6.787776,9.703164,6.971066,10.629661,5.891939,9.611491,13.420147,14.550011,9.451296,7.133258,6.255168,5.567768,6.831788,4.522989,7.027918,6.428878,6.849572
aurn,UKA00235,SOUT,Southampton Centre,50.908173,-1.395757,Urban Background,13.938896,18.244909,17.524201,12.541307,6.360349,6.892222,6.043919,7.537912,6.969536,12.699441,7.732962,8.945144,9.153475,8.657256,15.573287,8.347427,12.962919,8.805618,NA,NA,NA,NA,NA,NA,NA,14.471143,11.868961,12.079491,11.720216,11.307093,9.132527,9.784324,10.310769,10.392876,12.045,10.39161,10.813997,10.042667,11.961538,16.549167,18.759409,13.362917,16.39,7.897869,8.724855,9.303774,11.88125,7.914113,10.398925,13.045791,9.96315,19.44395,7.793405,7.004444,6.289113,8.229226,6.350139,8.315323,8.515249,10.746898,10.540371,8.185356,10.200513,17.32161,9.471438,7.403332,4.800689,8.39607,6.807412,5.734991,11.537291,7.588157,8.823928,10.551047,16.055984,11.199927,7.153715,7.717862,8.301888,5.979846,10.011472,7.173659,7.89236,8.188445,12.627992,7.860035,17.203355,10.160058,7.096069,6.917448,5.818426,7.165184,6.326414,7.529806,8.489124,14.200833,11.441388,12.580873,8.145681,9.797602,8.40875,9.80589,5.904853,4.951118,8.474058,6.172233,6.76182,7.099212,8.837455,6.072821,7.884141,5.772789,8.112087,5.795064,5.147625,6.700137,6.892404,6.263209,10.43918,5.28025,10.361782,12.627294,16.412973,11.877472,8.28924,6.697812,5.755216,7.098894,5.974714,6.798566,7.543581,9.138997
aurn,UKA00337,STOK,Stoke-on-Trent Centre,53.02821,-2.175133,Urban Background,9.95662,14.549085,17.55593,14.654674,8.494751,10.369722,9.051475,9.386009,12.034009,15.840532,9.031411,9.718977,10.719903,11.406897,16.345904,12.109371,14.058095,12.133706,8.681241,7.925112,8.835139,9.482392,12.905594,14.917115,15.190276,12.056474,7.961104,9.832022,9.686921,6.059244,5.852113,5.277446,8.191771,6.148361,9.572765,8.362195,7.769505,10.999784,10.58293,10.766055,12.723253,9.637902,7.948785,6.128495,6.798887,8.473766,12.452507,9.079026,13.182203,17.453731,8.687079,18.194986,7.796296,5.986921,5.808935,6.333967,5.477944,6.495385,11.235566,8.370678,8.069095,6.725791,9.268427,11.387539,6.796157,7.23768,3.907787,6.40961,6.798368,5.639066,10.410583,7.584384,8.896262,8.77376,11.226809,9.480502,6.491359,7.535342,8.855614,5.972648,8.963938,5.985359,8.17437,7.453431,12.655961,5.624075,15.52928,9.466593,7.138869,6.961386,5.782356,6.302806,6.550586,6.371913,8.283197,12.039889,8.975604,10.401827,6.318402,10.701923,8.434966,8.318692,4.622745,4.662444,9.399481,6.740599,7.306469,6.917791,7.982745,6.287518,9.319277,4.775242,9.444968,5.889502,4.559947,6.459111,8.223457,6.845459,12.121937,5.148916,11.046721,13.037416,13.541928,9.540526,7.099212,6.211372,6.178984,6.527038,4.514399,7.052627,5.857996,6.758215
aurn,UKA00548,STOR,Storrington Roadside,50.916932,-0.449548,Urban Traffic,11.18428,13.38351,17.761134,14.074444,7.64197,7.730625,7.100681,8.565457,8.737047,14.402586,9.406331,10.941713,13.318259,11.14605,16.17137,10.844609,12.950626,10.568567,8.229937,11.09531,11.367188,17.018378,14.988301,22.9148,24.107942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.595738,6.160722,6.615494,5.825495,11.296822,6.139972,6.789859,14.600205,16.683845,10.530637,7.080509,6.271383,5.413556,6.241951,5.328995,6.422126,6.613435,8.832646
aurn,UKA00484,SUN2,Sunderland Silksworth,54.88361,-1.406878,Urban Background,4.10901,9.632268,11.139324,9.193991,3.802838,5.352595,4.412461,5.590602,5.716134,11.881301,6.961538,6.703243,8.917077,7.030847,10.571486,6.950507,9.42463,7.005858,5.517261,6.198264,5.897009,7.707392,7.163056,12.507392,13.312651,11.290689,10.935753,7.823578,9.685881,5.44187,5.11352,4.680245,5.085668,3.895541,4.948333,4.215591,7.000271,5.815709,10.116618,13.163079,10.887338,6.989708,7.585845,5.973188,5.019481,6.80578,13.224896,9.012834,8.738525,16.870865,7.695962,16.57507,9.169199,7.994864,8.742589,8.151852,8.726618,5.613124,9.228224,6.202232,5.058253,5.01037,9.763802,9.248661,5.94976,6.821863,3.18478,5.218942,5.976242,4.819836,10.047833,6.132576,5.256827,7.029217,7.521713,6.997518,6.204878,5.255721,7.228813,5.695524,8.588085,4.860983,4.60674,7.344128,6.438387,4.863529,19.647383,9.692256,6.592356,6.141534,4.628223,5.472861,5.699152,5.63653,8.629981,7.413361,5.879172,7.805999,5.597538,8.360166,6.791751,5.739213,3.74415,3.198437,6.286811,5.501431,4.862441,5.062121,4.82057,5.406048,10.580713,5.007685,10.395976,4.920028,4.027234,6.268638,8.000272,6.897376,9.00104,4.893824,7.305488,11.732427,13.475731,8.539441,6.601042,5.811147,5.128491,5.684398,4.123132,5.15215,6.140224,6.334918
aurn,UKA00497,SWA1,Swansea Roadside,51.632696,-3.947374,Urban Traffic,10.152297,13.462999,17.296167,16.525042,9.391294,13.192417,12.796336,10.4737,10.305531,14.407016,11.548038,13.456024,10.664087,11.430619,14.432611,9.560145,14.889213,12.322762,8.925487,12.50531,11.226373,16.257722,15.424784,21.522757,19.563333,16.091216,14.277259,13.942938,16.709257,14.695084,12.649852,11.044433,14.921066,15.681081,15.504881,10.423752,11.739782,11.833333,10.128032,12.689944,17.668919,17.068085,16.319061,15.374126,13.263768,11.273932,9.97486,8.139045,12.067821,17.257895,9.586014,19.574022,7.904595,9.247552,15.440604,5.375877,5.085434,5.085399,6.172684,7.785425,8.211447,6.953172,7.718579,17.700288,7.97019,6.732759,4.484375,8.251397,6.998547,5.140903,10.74234,8.411606,10.25897,10.735821,14.322102,9.675918,5.656757,7.633333,5.793103,7.770597,10.468524,7.759459,6.840426,8.635135,13.767742,8.519142,19.490489,8.373427,7.225371,8.265672,9.169014,7.388889,8.181818,9.036649,7.798768,8.902965,7.182137,7.375951,6.613728,7.749296,7.264151,9.395543,5.032764,5.237589,6.848193,6.041949,6.731638,6.419137,8.116643,5.751342,7.168237,5.865546,8.674764,7.383008,5.165478,7.29646,7.773399,5.709585,8.774603,6.032717,8.707904,10.678683,12.459459,9.863128,9.593792,6.904628,7.061012,8.230422,5.7433,6.447761,6.650212,6.731707
